F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-Configuration,F16-KeyValue,F16-List<PeekingResultIterator>,F16-PDataType,F16-Expression,F16-Boolean,F16-PMetaData,F16-NA,F16-void,F16-byte[],F16-int,F16-boolean,F16-String,F16-ParseNode,F16-KeyRange,F16-PhoenixArray,F16-Void,F16-PhoenixConnection,F16-ResultSet,F16-ParameterMetaData,F3-NA,F3-SchemaUtil.normalizeIdentifier(tableName),F3-SchemaUtil.normalizeIdentifier(schemaName),F3-Class,F3-byte[],F3-null,F3-children.get(0),F3-ImmutableBytesWritable,F3-getUrl(),F3-boolean,F3-String,F3-long,F3-int,F3-Properties,F3-List<ParseNode>,F3-DataInput,F3-BitSet,F3-PreparedStatement,F3-input,F3-Connection,F7-|,F7--,F7-&=,F7-++,F7-+=,F7-NA,F7-*,F7-+,F12-long,F12-PhoenixConnection,F12-int,F12-NA,F12-VerifyingIndexCodec,F12-Queue<TableStateVerifier>,F12-HTable,F12-boolean,F12-Logger,F12-MemoryChunk,F12-Map<ImmutableBytesPtr List<Tuple>>,F12-Tuple,F12-byte[],F12-ImmutableBytesWritable,F12-List<KeyRange>,F12-KeyValueBuilder,F17-static,F17-final,F17-NA,F2-QueryCompilerTest,F2-NA,F2-MemoryManagerTest,F2-Entry,F2-ToCharFunctionIT,F2-DateFormat,F2-Wrapper,F2-Arrays,F2-ExtendedQueryExecIT,F2-Connection,F2-String,F2-ToNumberFunctionIT,F2-PreparedStatement,F2-CountDownLatch,F2-DriverManager,F2-Format,F2-System,F2-MessageDigest,F2-Statement,F2-InListExpression,F6-java.sql.Date,F6-org.apache.phoenix.coprocessor.Delete,F6-NA,F6-org.apache.phoenix.arithmetic.ImmutableBytesWritable,F6-org.apache.phoenix.coprocessor.Put,F6-java.text.DecimalFormat,F6-java.util.Properties,F6-java.math.BigDecimal,F6-org.apache.phoenix.schema.PhoenixArray,F6-PhoenixArray.PrimitiveDoublePhoenixArray,F6-java.io.DataInputStream,F6-java.io.File,F6-java.lang.String,F6-org.apache.phoenix.hbase.index.covered.KeyValue,F6-java.lang.StringBuilder,F6-PhoenixArray.PrimitiveBytePhoenixArray,F6-org.apache.hadoop.hbase.regionserver.wal.Path,F6-org.apache.phoenix.end2end.StatsManagerIT.MaxKeyChange,F6-org.apache.phoenix.expression.ImmutableBytesPtr,F6-org.apache.phoenix.expression.function.ImmutableBytesWritable,F13-private,F13-NA,F18-private,F18-NA,F18-public,F14-static-final,F14-final-final,F14-NA,F14-final,F1-executeQuery,F1-offer,F1-NA,F1-close,F1-prepareStatement,F1-getUrl,F1-pushFollow,F1-createArrayOf,F1-execute,F1-getConnection,F1-format,F1-runOneRowQueryTest,F1-compareTo,F1-setString,F1-allocate,F1-sleepFor,F1-match,F1-getTableName,F1-closeStmtAndConn,F1-createStatement,F5-java.io.FilterInputStream,F5-java.lang.Object,F5-NA,F5-java.util.Date,F5-java.io.Writer,F5-java.lang.Number,F5-java.lang.AbstractStringBuilder,F5-java.text.NumberFormat,F5-java.io.IOException,F5-java.util.AbstractCollection,F5-java.util.Hashtable,F5-java.lang.Exception,F9-query,F9-columns,F9-tableName,F9-intersection,F9-expectedKvs,F9-a,F9-b,F9-hbaseRootDir,F9-parameters,F9-statement,F9-msg,F9-baseType,F9-fs,F9-rowKey,F9-array,F9-union,F9-NA,F9-expected,F9-decoder,F9-conf,F10-NA,F10-true,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-PTable,F4-boolean,F4-long,F4-ResultSet,F4-Statement,F4-PreparedStatement,F4-ShutdownOnUnusedThreadPoolExecutor,F4-Scan,F4-Connection,F4-byte[],F4-void,F4-Array,F4-List,F4-double,F4-T,F4-String,F4-int,F4-SequenceKey,F4-OrderPreserving,F8-KeyRangeIntersectTests,F8-WALReplayWithIndexWritesAndCompressedWALIT,F8-PhoenixHBaseLoader,F8-KeyRangeCoalesceTests,F8-ListMatchingVerifier,F8-MultiMutation,F8-NA,F8-KeyRangeUnionTests,F8-PhoenixArray,F8-PhoenixConnection,F8-CompressedIndexKeyValueDecoder,F8-PhoenixPreparedStatement,F11-qualifier,F11-rowCount,F11-length,F11-done,F11-tuple,F11-input,F11-NA,F11-memoryChunk,F11-currentKey,F11-hashCache,F11-row,F11-maxSize,F11-kvBuilder,F11-offset,F11-index,F11-logger,F11-connection,F11-buf,F11-valueBuffer,F11-codec,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-jzhong@JZhongs-MacBook-Pro.local,F71-ramkrishna.s.vasudevan@intel.com,F71-jamestaylor@apache.org,F71-jtaylor@salesforce.com,F71-stoens@apache.org,F71-gabrielr@ngdata.com,F71-anoopsamjohn@gmail.com,F71-greid@apache.org,F71-larsh@apache.org,F71-mujtaba@apache.org,F71-jyates@apache.org,F71-maryannxue@apache.org,F74,F73,F84,F146,category
1977,org/apache/phoenix/cache,org/apache/phoenix/cache/GlobalCache.java,156,true,19,8,325,2,12,26,3,12,0.45222929936305734,100,42,0.42,0.23684210526315788,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,MT_CORRECTNESS,0.0026155187445510027,DC_DOUBLECHECK,14,2,1,0.002402562733582488,0.0010678056593699946,2.6695141484249865E-4,-1.0,0.0,0.0,0.25,0.03732638888888888,-1.0,0.0,0.0017436791630340018,128.75,-0.3333333333333333,-0.5,9,305,156,1977,0,0.0,0,0,0,0,0.0,94,4,0,98,0,90,0,0.04751926057128742,0,535,0,15,3,0,553,520,0.021481890083396394,90,0,0,1,1,0,0,0,0,0,1,0,0,1760,1977,90,1760,open
1977,org/apache/phoenix/cache,org/apache/phoenix/cache/GlobalCache.java,156,true,0,8,325,2,17,26,1,12,0.49044585987261147,100,42,0.42,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,MT_CORRECTNESS,0.0017436791630340018,IS2_INCONSISTENT_SYNC,17,2,0,0.002402562733582488,0.0010678056593699946,0.0,0.0,0.0,0.0,0.25,0.03732638888888888,-1.0,0.0,0.0017436791630340018,128.75,-0.3333333333333333,-0.5,7,303,156,1975,0,0.0,0,0,0,0,0.0,94,4,0,98,0,90,0,0.04751926057128742,0,535,0,15,3,0,553,520,0.021481890083396394,90,0,0,1,0,0,0,0,0,0,1,0,0,1760,1977,90,1760,open
1977,org/apache/phoenix/cache,org/apache/phoenix/cache/GlobalCache.java,156,true,0,8,325,2,32,26,1,12,0.5222929936305732,100,42,0.42,1.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,PERFORMANCE,0.10723626852659111,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.002402562733582488,0.0010678056593699946,0.0,0.0,0.22764227642276422,0.025117324343975147,0.2361111111111111,0.127711579927064,-0.5447154471544715,0.0,0.02964254577157803,146.34722222222223,-0.3333333333333333,-0.5,9,305,156,1977,0,0.0,0,0,0,0,0.0,94,4,0,98,0,90,0,0.04751926057128742,0,535,0,15,3,0,553,520,0.021481890083396394,90,0,0,1,1,0,0,0,0,0,1,0,0,1760,1977,90,1760,close
1975,org/apache/phoenix/cache,org/apache/phoenix/cache/ServerCacheClient.java,156,true,115,6,325,5,0,26,18,12,0.7754491017964071,235,79,0.33617021276595743,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,CORRECTNESS,0.0026155187445510027,DMI_INVOKING_TOSTRING_ON_ARRAY,8,1,1,0.002402562733582488,0.0010678056593699946,2.6695141484249865E-4,1.0,0.6666666666666666,0.015873015873015876,0.4266666666666667,0.3028736380424745,0.3333333333333333,0.0,0.02789886660854403,115.10666666666667,-0.3333333333333333,0.0,1,191,124,1863,0,0.0,0,0,0,0,0.0,220,5,0,225,0,215,0,0.007279071714636898,0,535,0,15,3,0,553,520,0.021481890083396394,99,0,0,1,0,0,0,0,0,0,0,0,1,1769,1977,90,1760,close
1975,org/apache/phoenix/cache,org/apache/phoenix/cache/ServerCacheClient.java,156,true,44,6,325,5,0,26,9,12,0.8502994011976048,235,79,0.33617021276595743,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,CORRECTNESS,0.0026155187445510027,DMI_INVOKING_TOSTRING_ON_ARRAY,8,1,1,0.002402562733582488,0.0010678056593699946,2.6695141484249865E-4,1.0,0.6666666666666666,0.015873015873015876,0.4266666666666667,0.3028736380424745,0.3333333333333333,0.0,0.02789886660854403,115.10666666666667,-0.3333333333333333,0.0,1,191,124,1863,0,0.0,0,0,0,0,0.0,220,5,0,225,0,215,0,0.007279071714636898,0,535,0,15,3,0,553,520,0.021481890083396394,99,0,0,1,0,0,0,0,0,0,0,0,1,1769,1977,90,1760,close
1975,org/apache/phoenix/cache,org/apache/phoenix/cache/ServerCacheClient.java,156,true,0,6,325,5,0,26,1,12,0.38023952095808383,235,79,0.33617021276595743,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,MALICIOUS_CODE,0.03836094158674804,EI_EXPOSE_REP,18,2,1,0.002402562733582488,0.0010678056593699946,2.6695141484249865E-4,-1.0,0.09090909090909091,0.008264462809917356,0.2413793103448276,0.11499253415540717,-0.7954545454545454,0.0,0.036617262423714034,144.52298850574712,-0.3333333333333333,0.0,7,305,156,1977,0,0.0,0,0,0,0,0.0,220,5,0,225,0,215,0,0.007279071714636898,0,535,0,15,3,0,553,520,0.021481890083396394,99,1,0,1,1,0,0,0,0,0,1,0,1,1769,1977,90,1760,open
1975,org/apache/phoenix/cache,org/apache/phoenix/cache/ServerCacheClient.java,156,true,3,6,325,5,0,26,1,12,0.3323353293413174,235,79,0.33617021276595743,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,MALICIOUS_CODE,0.018308631211857017,EI_EXPOSE_REP2,18,2,1,0.002402562733582488,0.0010678056593699946,2.6695141484249865E-4,-1.0,0.2857142857142857,0.020408163265306124,0.2413793103448276,0.11499253415540717,-0.42857142857142855,0.0,0.036617262423714034,144.52298850574712,-0.3333333333333333,0.0,7,305,156,1977,0,0.0,0,0,0,0,0.0,220,5,0,225,0,215,0,0.007279071714636898,0,535,0,15,3,0,553,520,0.021481890083396394,99,1,0,1,1,0,0,0,0,0,1,0,1,1769,1977,90,1760,open
1975,org/apache/phoenix/cache,org/apache/phoenix/cache/TenantCacheImpl.java,156,true,0,6,325,2,28,26,1,12,0.6274509803921569,66,26,0.3939393939393939,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,PERFORMANCE,0.10723626852659111,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.002402562733582488,2.6695141484249865E-4,0.0,0.0,0.22764227642276422,0.025117324343975147,0.2361111111111111,0.127711579927064,-0.5447154471544715,0.0,0.02964254577157803,146.34722222222223,-0.3333333333333333,-1.0,6,305,156,1977,0,0.0,0,0,0,0,0.0,148,2,3,153,0,146,0,0.06152986961228585,0,535,0,15,3,0,553,520,0.021481890083396394,193,0,0,1,1,0,0,0,0,0,1,0,1,1863,1977,90,1760,open
1975,org/apache/phoenix/cache/aggcache,org/apache/phoenix/cache/aggcache/SpillFile.java,156,true,5,5,620,2,0,30,2,14,0.48125,95,44,0.4631578947368421,1.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,BAD_PRACTICE,0.006974716652136007,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,19,3,1,0.00400427122263748,2.6695141484249865E-4,2.6695141484249865E-4,-1.0,0.5,0.011904761904761904,0.25886524822695034,0.235846763640015,0.0,0.0,0.06364428945074106,121.09929078014184,-1.0,-1.0,1,303,156,1975,0,0.0,0,0,0,0,0.0,16,0,0,16,0,16,0,0.013114754098360656,0,696,0,16,0,0,712,680,0.016080414916823372,252,0,0,1,0,0,0,0,0,0,1,0,0,1921,1977,90,1760,open
1975,org/apache/phoenix/cache/aggcache,org/apache/phoenix/cache/aggcache/SpillManager.java,156,true,8,10,620,4,8,30,2,14,0.8566978193146417,207,75,0.36231884057971014,0.875,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,STYLE,0.012205754141238012,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,1,0.00400427122263748,0.002135611318739989,2.6695141484249865E-4,-1.0,0.5714285714285714,0.009795918367346938,0.23828125,0.561978237534437,0.14285714285714285,0.0,0.05318221447253706,143.1171875,-1.0,-1.0,4,303,156,1975,0,0.0,0,0,0,0,0.0,253,3,0,256,0,250,0,0.010164323535308805,0,696,0,16,0,0,712,680,0.016080414916823372,90,0,0,1,0,0,0,0,0,0,1,0,0,1760,1977,90,1760,open
1975,org/apache/phoenix/cache/aggcache,org/apache/phoenix/cache/aggcache/SpillManager.java,156,true,3,10,620,4,8,30,1,14,0.7694704049844237,207,75,0.36231884057971014,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,CORRECTNESS,8.718395815170009E-4,RV_ABSOLUTE_VALUE_OF_HASHCODE,7,1,1,0.00400427122263748,0.002135611318739989,2.6695141484249865E-4,-1.0,0.0,0.0,0.4266666666666667,0.3028736380424745,-1.0,0.0,0.02789886660854403,115.10666666666667,-1.0,-1.0,4,303,156,1975,0,0.0,0,0,0,0,0.0,253,3,0,256,0,250,0,0.010164323535308805,0,696,0,16,0,0,712,680,0.016080414916823372,90,0,0,1,0,0,0,0,0,0,1,0,0,1760,1977,90,1760,open
1975,org/apache/phoenix/cache/aggcache,org/apache/phoenix/cache/aggcache/SpillManager.java,156,true,32,10,620,4,12,30,2,14,0.6137071651090342,207,75,0.36231884057971014,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,BAD_PRACTICE,8.718395815170009E-4,SR_NOT_CHECKED,16,2,1,0.00400427122263748,0.002135611318739989,2.6695141484249865E-4,-1.0,0.0,0.0,0.25886524822695034,0.235846763640015,-1.0,0.0,0.06364428945074106,121.09929078014184,-1.0,-1.0,4,303,156,1975,0,0.0,0,0,0,0,0.0,253,3,0,256,0,250,0,0.010164323535308805,0,696,0,16,0,0,712,680,0.016080414916823372,90,0,0,1,0,0,0,0,0,0,1,0,0,1760,1977,90,1760,open
1975,org/apache/phoenix/cache/aggcache,org/apache/phoenix/cache/aggcache/SpillManager.java,156,true,0,10,620,4,0,30,1,14,0.24610591900311526,207,75,0.36231884057971014,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,MALICIOUS_CODE,0.03836094158674804,EI_EXPOSE_REP,18,2,2,0.00400427122263748,0.002135611318739989,5.339028296849973E-4,-1.0,0.09090909090909091,0.008264462809917356,0.2413793103448276,0.11499253415540717,-0.7954545454545454,0.0,0.036617262423714034,144.52298850574712,-1.0,-1.0,4,303,156,1975,0,0.0,0,0,0,0,0.0,253,3,0,256,0,250,0,0.010164323535308805,0,696,0,16,0,0,712,680,0.016080414916823372,90,0,0,1,0,0,0,0,0,0,1,0,0,1760,1977,90,1760,open
