F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-Iterator<Entry<K V>>,F16-    },F16-long,F16-    if (ioFuture.getStatus() == IoFuture.Status.FAILED) {,F16-StreamSinkConduit,F16-Object,F16-NA,F16-ClassLoader,F16-ConnectedSslStreamChannel,F16-void,F16-int,F16-  @Override public void notify(  IoFuture<? extends StreamConnection> ioFuture   Object attachment){,F16-boolean,F16-Cancellable,F16-HttpHandler,F16-String,F16-Endpoint,F16-Void,F16-Servlet,F16-ServletSecurityInfo,F3-ClassLoader,F3-NA,F3-Map<String String>,F3-Class,F3-Integer,F3-Pooled,F3-HeaderMap,F3-StreamConnection,F3-HttpServerExchange,F3-null,F3-ConnectedSslStreamChannel,F3-Pooled[],F3-String,F3-int,F3-ByteBuffer,F3-this.exchange.getRequestScheme(),F3-ioFuture.getException(),F3-HttpHandler,F3-HttpClientConnection,F3-ClientConnection,F7-void,F7-|,F7--,F7---,F7-|=,F7-+=,F7-&,F7-NA,F7-+,F12-long,F12-int,F12-NA,F12-Balancer,F12-List<LoadBalancer>,F12-WebSocketMessages_$bundle,F12-AtomicReferenceFieldUpdater<PortableConcurrentDirectDeque Node>,F12-List<Context>,F12-HeaderMap,F12-byte[],F12-String,F12-Context,F12-ServletRequest,F12-UndertowMessages_$bundle,F12-List<HttpMethodSecurityInfo>,F12-ByteBuffer[],F12-ServletResponse,F12-UndertowClientMessages_$bundle,F12-Node,F12-List<Node>,F17-final,F17-static-final,F17-NA,F2-ServletRegistrationImpl,F2-StringBuilder,F2-ThreadLocal<LinkedList<Runnable>>,F2-QValueParser,F2-Thread,F2-SecureHashMap<K V>,F2-NA,F2-Map<String String>,F2-DeploymentInfo,F2-Integer,F2-Set,F2-List<String>,F2-Buffer,F2-Math,F2-Collection<String>,F2-String,F2-Http2TestRunner,F2-Boolean,F2-SslConduit,F2-RequestData,F6-java.io.ByteArrayOutputStream,F6-java.lang.InstantiationException,F6-io.undertow.util.SecureHashMap<K V>.EntryIterator,F6-NA,F6-io.undertow.websockets.jsr.CloseReason,F6-io.undertow.client.http2.ClientResponse,F6-io.undertow.server.handlers.encoding.GzipStreamSinkConduit,F6-io.undertow.server.protocol.http2.HttpServerExchange,F6-io.undertow.servlet.handlers.PersistentSession,F6-java.net.URI,F6-io.undertow.server.handlers.encoding.GzipEncodingProvider,F6-io.undertow.server.protocol.framed.ReferenceCountedPooled,F6-io.undertow.UndertowMessages_$bundle,F6-io.undertow.client.http.HttpClientConnection,F6-io.undertow.websockets.core.WebSocketMessages_$bundle,F6-io.undertow.server.handlers.encoding.DeflatingStreamSinkConduit,F6-java.text.SimpleDateFormat,F6-io.undertow.protocols.ssl.AssembledConnectedSslStreamChannel,F6-io.undertow.server.handlers.builder.SetAttributeHandler,F6-io.undertow.websockets.jsr.JsrWebSocketMessages_$bundle,F13-private,F13-NA,F13-public,F13-protected,F18-addNotifier,F18-private,F18-NA,F18-public,F14-static-final,F14-static-final-static-final,F14-NA,F14-final,F1-failed,F1-getStatus,F1-setResult,F1-safeClose,F1-NA,F1-add,F1-entrySet,F1-suspendWrites,F1-hasRemaining,F1-clearHeader,F1-get,F1-append,F1-put,F1-allocate,F1-match,F1-allocateAll,F1-toString,F1-addAll,F1-terminateRequest,F1-terminateResponse,F5-java.lang.Object,F5-NA,F5-java.lang.ReflectiveOperationException,F5-HttpHandler,F5-ClientCallback,F5-java.io.OutputStream,F5-java.text.DateFormat,F9-buffers,F9-expires,F9-context,F9-account,F9-config,F9-timeout,F9-cookies,F9-mechanism,F9-readData,F9-buffer,F9-multipartConfig,F9-NA,F9-exchange,F9-channel,F9-length,F10-NA,F10-true,F10-public,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Integer,F4-boolean,F4-ClassLoader,F4-DeploymentInfo,F4-SSLContext,F4-LinkedList<Runnable>,F4-char,F4-byte[],F4-void,F4-List,F4-StringBuilder,F4-EmptyRoleSemantic,F4-Long,F4-String,F4-int,F4-QValueResult,F4-AtomicReferenceFieldUpdater,F8-ManagedServlet,F8-AsyncContextImpl,F8-HttpServletRequestImpl,F8-AsyncSenderImpl,F8-SpdyServerConnection,F8-RequestBodyChunk,F8-ClientNegotiation,F8-Http2ServerConnection,F8-AbstractFramedChannel<C R S>,F8-PooledBuffersFrameCallback,F8-NA,F8-AuthenticatedSession,F8-PooledBufferFrameCallback,F8-CookieImpl,F8-ContextImpl,F11-httpMethodSecurityInfo,F11-written,F11-path,F11-offs,F11-nonce,F11-NA,F11-principal,F11-balancer,F11-orderInt,F11-NEXT_TERMINATOR,F11-remoteHost,F11-method,F11-bytes,F11-public,F11-INSTANCE,F11-contexts,F11-context,F11-parent,F11-data,F11-hashCode,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-stuart.w.douglas@gmail.com,F71-rosolkodv@gmail.com,F71-nmaurer@redhat.com,F71-adamforgacs256@gmail.com,F71-lponce@redhat.com,F71-tomaz.cerar@gmail.com,F71-andrej.golovnin@googlemail.com,F71-karm@redhat.com,F71-ivan.vonnagy@ensighten.com,F71-ajaykemparaj@gmail.com,F71-emuckenh@redhat.com,F71-jason.greene@redhat.com,F71-proyal@drw.com,F71-trask.stalnaker@gmail.com,F71-greg.hellings@gmail.com,F71-darran.lofthouse@jboss.com,F71-jharting@redhat.com,F71-radosoft@gmail.com,F71-andrei.petrovici@gmail.com,F71-david.lloyd@redhat.com,F74,F73,F84,F146,category
3254,io/undertow/attribute,io/undertow/attribute/ExchangeAttributeParser.java,783,true,91,4,872,2,20,138,25,76,0.449438202247191,126,40,0.31746031746031744,0.5603737579785484,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,STYLE,0.03140096618357488,SF_SWITCH_NO_DEFAULT,19,2,2,0.013605442176870748,0.006802721088435374,0.0045351473922902496,-1.0,0.0,0.0,0.12037037037037036,0.30268543586037666,-1.0,0.0,0.040123456790123455,0.30268543586037666,-1.0,-1.0,10,1831,783,3254,244,0.0,12,11,233,267,0.027633746919010563,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1594,4520,43,1461,open
3254,io/undertow/attribute,io/undertow/attribute/ExchangeAttributeParser.java,783,true,0,4,872,2,12,138,1,76,0.29213483146067415,126,40,0.31746031746031744,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,PERFORMANCE,0.22705314009661837,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.013605442176870748,0.006802721088435374,0.0,0.0,0.037037037037037035,0.005095042132079169,0.1568627450980392,0.041370164018161126,-0.9259259259259259,0.0,0.04938271604938271,0.041370164018161126,-1.0,-1.0,1,574,321,1997,244,0.0,12,11,233,267,0.027633746919010563,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1594,4520,43,1461,open
3254,io/undertow/attribute,io/undertow/attribute/RequestLineAttribute.java,783,true,9,3,872,2,0,138,2,76,0.6329113924050633,44,22,0.5,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,CORRECTNESS,0.00966183574879227,RV_RETURN_VALUE_IGNORED,8,3,1,0.013605442176870748,0.0022675736961451248,0.0022675736961451248,-1.0,0.0,0.0,0.36363636363636365,0.23450413223140495,-1.0,0.0,0.012345679012345678,0.23450413223140495,-1.0,-1.0,3,1831,783,3254,244,0.0,12,11,233,267,0.027633746919010563,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,580,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,4520,43,1461,open
1461,io/undertow/attribute,io/undertow/attribute/SecureExchangeAttribute.java,16,true,3,2,872,2,8,138,1,76,0.5409836065573771,31,20,0.6451612903225806,0.6666666666666666,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,CORRECTNESS,0.0024154589371980675,EC_UNRELATED_TYPES,1,1,1,0.013605442176870748,0.0022675736961451248,0.0022675736961451248,0.0,0.0,0.0,0.36363636363636365,0.23450413223140495,0.0,0.0,0.012345679012345678,0.23450413223140495,-1.0,0.0,0,38,16,1461,244,0.11805555555555555,12,11,233,267,0.027633746919010563,0,0,0,0,0,0,51,0.0,51,0,0,0,0,51,0,0,0.0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1461,4520,43,1461,close
3147,io/undertow/client,io/undertow/client/UndertowClient.java,741,true,0,21,277,3,11,113,1,15,0.4519774011299435,122,23,0.1885245901639344,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,PERFORMANCE,0.22705314009661837,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.006802721088435374,0.0045351473922902496,0.0,0.0,0.037037037037037035,0.005095042132079169,0.1568627450980392,0.041370164018161126,-0.9259259259259259,0.0,0.04938271604938271,0.041370164018161126,-1.0,-1.0,4,1724,741,3147,41,0.0,0,0,41,41,0.06384140135670123,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2306,4520,57,1475,open
3147,io/undertow/client,io/undertow/client/UndertowClient.java,741,true,0,21,277,3,11,113,1,15,0.6214689265536724,122,23,0.1885245901639344,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,PERFORMANCE,0.22705314009661837,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.006802721088435374,0.0045351473922902496,0.0,0.0,0.037037037037037035,0.005095042132079169,0.1568627450980392,0.041370164018161126,-0.9259259259259259,0.0,0.04938271604938271,0.041370164018161126,-1.0,-1.0,4,1724,741,3147,41,0.0,0,0,41,41,0.06384140135670123,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2306,4520,57,1475,open
1423,io/undertow/client,io/undertow/client/UndertowClientMessages_$bundle.java,0,true,0,26,277,1,5,113,1,15,0.12666666666666668,145,3,0.020689655172413793,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,BAD_PRACTICE,0.021739130434782608,NM_CLASS_NAMING_CONVENTION,16,2,0,0.006802721088435374,0.0022675736961451248,0.0,0.0,0.0,0.0,0.0851063829787234,0.11623811679492983,-1.0,0.0,0.012345679012345678,0.11623811679492983,-1.0,-1.0,0,3097,1126,4520,41,0.0,0,0,41,41,0.06384140135670123,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,3102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4520,57,1475,open
3134,io/undertow/client/ajp,io/undertow/client/ajp/AjpClientConnection.java,736,true,0,25,106,6,8,50,1,17,0.3008849557522124,259,26,0.10038610038610038,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,PERFORMANCE,0.04106280193236715,URF_UNREAD_FIELD,20,3,0,0.015873015873015872,0.0022675736961451248,0.0,0.0,0.5,0.03571428571428571,0.1568627450980392,0.041370164018161126,0.0,0.0,0.04938271604938271,0.041370164018161126,-0.6,0.0,17,1711,736,3134,54,0.08264462809917356,0,3,51,57,0.10789008970827152,0,0,0,0,2,0,8,0.0,10,0,0,0,0,6,0,0,0.0,57,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1475,4520,57,1475,open
3134,io/undertow/client/ajp,io/undertow/client/ajp/AjpClientProvider.java,736,true,0,6,106,8,13,50,1,17,0.4601226993865031,124,21,0.1693548387096774,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,PERFORMANCE,0.22705314009661837,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.015873015873015872,0.011337868480725623,0.0,0.0,0.037037037037037035,0.005095042132079169,0.1568627450980392,0.041370164018161126,-0.9259259259259259,0.0,0.04938271604938271,0.041370164018161126,-0.6,-1.0,8,1711,736,3134,54,0.24102564102564103,0,3,51,57,0.10789008970827152,0,0,0,0,1,0,46,0.0,47,0,0,0,0,45,0,0,0.0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475,4520,57,1475,open
3134,io/undertow/client/ajp,io/undertow/client/ajp/AjpClientProvider.java,736,true,0,6,106,8,13,50,1,17,0.6012269938650306,124,21,0.1693548387096774,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,PERFORMANCE,0.22705314009661837,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.015873015873015872,0.011337868480725623,0.0,0.0,0.037037037037037035,0.005095042132079169,0.1568627450980392,0.041370164018161126,-0.9259259259259259,0.0,0.04938271604938271,0.041370164018161126,-0.6,-1.0,8,1711,736,3134,54,0.24102564102564103,0,3,51,57,0.10789008970827152,0,0,0,0,1,0,46,0.0,47,0,0,0,0,45,0,0,0.0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475,4520,57,1475,open
3134,io/undertow/client/ajp,io/undertow/client/ajp/AjpClientProvider.java,736,true,0,6,106,8,16,50,1,17,0.7300613496932515,124,21,0.1693548387096774,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,PERFORMANCE,0.22705314009661837,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.015873015873015872,0.011337868480725623,0.0,0.0,0.037037037037037035,0.005095042132079169,0.1568627450980392,0.041370164018161126,-0.9259259259259259,0.0,0.04938271604938271,0.041370164018161126,-0.6,-1.0,8,1711,736,3134,54,0.24102564102564103,0,3,51,57,0.10789008970827152,0,0,0,0,1,0,46,0.0,47,0,0,0,0,45,0,0,0.0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475,4520,57,1475,open
3134,io/undertow/client/ajp,io/undertow/client/ajp/AjpClientProvider.java,736,true,0,6,106,8,16,50,1,17,0.7668711656441718,124,21,0.1693548387096774,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,PERFORMANCE,0.22705314009661837,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.015873015873015872,0.011337868480725623,0.0,0.0,0.037037037037037035,0.005095042132079169,0.1568627450980392,0.041370164018161126,-0.9259259259259259,0.0,0.04938271604938271,0.041370164018161126,-0.6,-1.0,8,1711,736,3134,54,0.24102564102564103,0,3,51,57,0.10789008970827152,0,0,0,0,1,0,46,0.0,47,0,0,0,0,45,0,0,0.0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475,4520,57,1475,open
3134,io/undertow/client/ajp,io/undertow/client/ajp/AjpClientProvider.java,736,true,0,6,106,8,7,50,1,17,0.852760736196319,124,21,0.1693548387096774,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,PERFORMANCE,0.04106280193236715,SIC_INNER_SHOULD_BE_STATIC,18,2,0,0.015873015873015872,0.011337868480725623,0.0,0.0,0.07142857142857142,0.009475218658892129,0.1568627450980392,0.041370164018161126,-0.8571428571428571,0.0,0.04938271604938271,0.041370164018161126,-0.6,-1.0,8,1711,736,3134,54,0.24102564102564103,0,3,51,57,0.10789008970827152,0,0,0,0,1,0,46,0.0,47,0,0,0,0,45,0,0,0.0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475,4520,57,1475,open
